Date,Open,High,Low,Close,Adj Close,Volume,ma_3,ma_5,ma_20,ma_60,ma_120,Return_amazon(%),Return_Nasdaq(%),CCI,DPO,MFI,ADI,OBV,CMF,FI,"EOM, EMV",VPT,NVI,VMAP,ATR,BHB,BLB,KCH,KCL,KCM,DCH,DCL,DCM,UI,SMA,EMA,WMA,MACD,ADX,-VI,+VI,TRIX,MI,KST,Ichimoku,Parabolic SAR,STC,RSI,SRSI,TSI,UO,SR,WR,AO,KAMA,ROC,PPO,PVO
2022-12-08,89.23999786376953,90.86000061035156,87.87999725341797,90.3499984741211,90.3499984741211,73305900,89.01999918619792,90.43999938964843,94.23849945068359,105.76566683451334,115.79925015767415,2.1365582288144003,0.0,-128.97146371155046,-1.0385025024414034,38.86368535540457,-15306854.594124064,-70464900,-0.010732482306247805,-15206615.493512709,2.7846258269807627,-3960492.321501406,1026.8677461701363,92.7818038277101,3.6794851998330316,100.68108121177305,87.79591768959413,97.58916702270508,90.90116653442382,94.24516677856445,103.79000091552734,87.4800033569336,92.3550033569336,7.114457388265599,92.61249923706055,92.23138324370599,91.23777720133464,-3.4275223122106127,23.477649132549978,1.145652850978649,0.8419619017813136,-0.524808299494886,23.169571471488354,-91.15397511312302,93.59250259399414,102.83251302490234,23.637282867708137,39.75230734271527,0.409203727509109,-21.37125562718937,46.72748557017307,29.43584735576923,-70.56415264423077,-6.685941539091218,92.1972123022402,-2.2820686039849933,-3.5830666180966113,-6.438352683769399
2022-12-09,88.9000015258789,90.30000305175781,88.62999725341797,89.08999633789062,89.08999633789062,67398500,89.2999979654948,89.43199920654297,93.86149940490722,105.14583346048991,115.63600012461345,-1.394579034322141,-0.6982483560052377,-121.33071153805913,0.26849784851074787,39.20716354991517,-45575844.833558306,-137863400,-0.07754543213874916,-25165992.419972215,0.2353948373088154,-4900417.671949014,1012.5472638718313,92.44044004462586,3.5395220584666096,100.57684810193349,87.14615070788095,97.00483385721842,90.85383288065592,93.92933336893718,103.79000091552734,87.4800033569336,92.3550033569336,7.194429144714157,92.26999918619792,91.74809295050363,90.5977766248915,-3.424226737411047,23.543958071121352,1.1402281857269025,0.8929497911507729,-0.518326868144116,22.984838847914343,-90.62869885410541,93.59250259399414,102.2184126381836,11.818641433854069,37.99412043202883,0.25320088119464806,-21.731841354783494,36.736160628484974,16.51274852263622,-83.48725147736378,-6.895765035292669,92.05975485211387,-4.409872043916499,-3.597922955581661,-6.786399581463878
2022-12-12,89.20999908447266,90.58000183105469,87.87000274658203,90.55000305175781,90.55000305175781,61999800,89.99666595458984,89.33999938964844,93.34949951171875,104.59616686503092,115.48266684214273,1.6387998359881362,1.2641973617082636,-101.89158472314024,0.06050415039062784,46.49371851370372,15051321.258698277,-75863600,-0.10099308362347391,-8639404.323058635,-1.049025950230199,-3884365.051236042,1029.1408867714651,92.2391329672859,3.480270417467042,99.4025737342113,87.29642528922619,96.41983388264973,90.45083287556966,93.43533337910971,103.79000091552734,87.4800033569336,92.3550033569336,7.044906773220576,91.97166633605957,91.56377142761966,90.35777740478517,-3.266154435394526,23.779416869409495,1.1128595657413283,0.918611375704415,-0.5094301665729392,22.866396170718332,-90.59403032602266,93.59250259399414,101.62887626693359,31.309494708115814,41.237312051611276,0.5409672845974203,-21.14476596857127,44.87080839742386,31.487176357171474,-68.51282364282852,-6.678323207182046,92.01423054850001,-3.803244774375219,-3.4442233352714244,-7.588043926566147
2022-12-13,95.2300033569336,96.25,90.5199966430664,92.48999786376953,92.48999786376953,100212000,90.70999908447266,90.18799896240235,93.04949951171875,104.06000010172527,115.31641680399576,2.142456926150338,1.0146443972977481,-2.1389831569593305,0.9004974365234375,54.823754409075384,-16253995.784400456,24348400,-0.1117515642211218,20367762.023280933,23.786364140309033,-1737366.1164022652,1029.1408867714651,92.30972311393185,3.640965627428938,98.6300471101254,87.4689519133121,96.28750050862631,90.02849934895833,93.15799992879232,103.79000091552734,87.4800033569336,92.3550033569336,6.843770187004636,91.89499918619792,91.70626780241194,90.54733259412978,-2.950330060658189,22.135727886526446,0.920718224320131,0.9842932654201331,-0.49449534046868615,23.00380553460792,-86.8887251326589,93.59250259399414,101.06292135053359,53.755008340841044,45.329216060087866,0.9040394177636675,-19.47620819523645,43.58224857345151,51.38455904447115,-48.61544095552885,-5.108559081133677,92.01634813039492,-0.984911425191425,-3.116877351672965,-4.040454868075034
2022-12-14,92.5,93.45999908447266,89.87000274658203,91.58000183105469,91.58000183105469,70298000,91.54000091552734,90.81199951171875,92.68149948120117,103.54983342488607,115.10908349355061,-0.9838858835905628,-0.7632706348839391,-37.659720535780124,-0.2615013122558594,48.3095986704108,-19582837.976907916,-45949600,-0.0786730116834085,8319381.575985359,-8.783726974796451,-2429018.214848759,1019.015314864262,92.17215493883299,3.6373249638904874,97.58997125375959,87.77302770864276,95.72516682942708,89.75216649373372,92.73866666158041,98.48999786376953,87.4800033569336,92.3550033569336,6.753064146354526,91.69749959309895,91.68684226835698,90.64488864474826,-2.7418595923416262,20.784865301432088,1.0200241121577254,0.9227654378826404,-0.47695595808135494,23.168849169763465,-88.03752772214133,93.34750175476074,100.51960463078959,71.32780865500087,43.78889455359513,0.7673676351495946,-18.484869483264337,47.153581307549935,42.05126640124199,-57.94873359875801,-3.76579448475556,91.98871517947869,-2.522613298745661,-2.903629445617523,-4.378573083991605
2022-12-15,89.88999938964844,89.97000122070312,87.47000122070312,88.44999694824219,88.44999694824219,84802900,90.83999888102214,90.43199920654297,92.24799919128418,103.04833335876465,114.90266679128011,-3.4177820705733164,-3.225878925859804,-123.32510672444778,4.292001724243164,46.205148968659685,-37900554.230570026,-130752500,-0.0957541385648412,-30788171.660106856,-8.68189559208535,-5327396.526374978,1019.015314864262,91.8394916137202,3.6710875100662785,97.04200228123925,87.45399610132911,95.28166694641114,89.35366630554199,92.31766662597656,97.2300033569336,87.47000122070312,91.86000061035156,6.840342030344577,91.36666615804036,91.18886606526239,90.20355478922525,-2.7969687648839,20.14981694789805,1.0574945651237029,0.8324387143771743,-0.46373875375284607,23.28648632180867,-92.39682226641864,93.34500122070312,99.99802057983534,83.28923056097938,38.893372878834555,0.3329909993011271,-19.005143635061085,46.94204928513297,10.040937633621859,-89.95906236637813,-3.212705836576575,91.67085619730359,-4.295608417396736,-2.9759471413310914,-3.080618049112583
2022-12-16,88.2699966430664,89.3499984741211,86.7300033569336,87.86000061035156,87.86000061035156,146144100,89.29666646321614,90.18600006103516,91.8984992980957,102.55750007629395,114.73983345031738,-0.6670394101153776,-0.9723863171244296,-126.13112644876593,3.6015007019042997,36.72403247031866,-57981494.40261028,-276896600,-0.08090040199154595,-38707644.823566064,-1.2190690416147876,-6302235.268933405,1019.015314864262,91.15688245045118,3.5960094820035087,96.89756832950751,86.8994302666839,94.90049997965495,89.00450007120769,91.95250002543132,97.2300033569336,86.7300033569336,91.4900016784668,7.019607917135694,90.64333279927571,90.67673291835303,89.77044389512804,-2.8553364140306883,19.74194234050886,1.1168510652066235,0.8066773807479044,-0.4543569917304782,23.257648300225842,-93.39043520104008,93.37500190734863,99.2463394182874,90.92575938870752,38.030287831229664,0.2564099923447924,-19.68121858801512,47.52260337711277,10.761878603980655,-89.23812139601935,-3.1221174352309333,91.36536548904795,-8.99109200627706,-3.0527886685407504,3.883811640151111
2022-12-19,87.51000213623047,87.62999725341797,84.51000213623047,84.91999816894531,84.91999816894531,83531500,87.07666524251302,89.05999908447265,91.43749923706055,102.07650006612143,114.53983345031739,-3.3462353983410575,-1.4887788556092962,-165.39227392128296,2.692498016357419,36.344026695836845,-119559380.81004015,-360428100,-0.1180427918561132,-68261240.4108175,-7.358175286505287,-9097395.890698666,984.9166636837575,90.66689059469365,3.5784372671547646,97.17122734585222,85.70377112826888,94.45516662597656,88.59816665649414,91.52666664123535,97.2300033569336,84.51000213623047,90.38000106811523,7.395761248801412,89.76166598002116,89.79108141844414,88.81933254665799,-3.103056716647842,19.884932899163257,1.1046747490584412,0.7980317833995907,-0.45308637646015276,23.24779341774593,-95.20259100888815,92.26500129699707,98.2450325333791,65.38238001164294,33.98334417552104,0.0,-21.49114648941251,41.50041628911027,3.223238941577557,-96.77676105842244,-3.260912053725292,90.86332141709981,-11.078535948748364,-3.3404225271299675,3.224324692751093
2022-12-20,85.33000183105469,86.61000061035156,84.33000183105469,85.19000244140625,85.19000244140625,74348300,85.99000040690105,87.6,91.07399940490723,101.57716674804688,114.36466681162516,0.31795134041781026,0.010241561013923928,-146.07452786044365,-0.06399726867675781,27.875470204865465,-137820296.94019502,-286079800,-0.12219541027586121,-55641869.11638536,-1.8399826069675855,-8861004.474270811,988.0482194179384,89.92868727046184,3.4856916608792012,97.39414588805114,84.75385292176331,93.98200009663898,88.34000027974446,91.16100018819174,97.2300033569336,84.33000183105469,90.29000091552734,7.858257779858692,89.01666641235352,89.08322311428446,87.99622209337024,-3.2402383027567083,20.059069031684178,1.186517451832854,0.7784660226570141,-0.4560496600030965,23.26473625630596,-92.74740635065751,92.17500114440918,96.87152949366424,32.69119000582147,34.67090608488414,0.06060018272358165,-22.781649971580116,40.10814562016595,6.6666706095057515,-93.33332939049424,-4.40714681288776,90.65695916101873,-9.497498218281418,-3.5096585992589544,1.814261273599072
2022-12-21,86.18000030517578,87.2300033569336,85.20999908447266,86.7699966430664,86.7699966430664,59267200,85.62666575113933,86.63799896240235,90.75249938964843,101.11649996439616,114.1747501373291,1.8546709195681466,1.538428633212896,-105.59277634275425,-2.5024993896484347,26.82318081660958,-105546415.99777794,-226812600,-0.13721100478604417,-34315626.049954206,2.556225373133374,-7761792.951028518,1006.3732624147938,89.3725120604548,3.3824280362112114,97.25878230488387,84.246216474413,93.65550053914389,88.05949986775717,90.85750020345053,97.2300033569336,84.33000183105469,90.29000091552734,8.009459737352701,88.66333262125652,88.72734211871246,87.56177707248264,-3.184751537293536,19.987363736227174,1.1889236753092913,0.7163750509419039,-0.4577620380944709,23.158563363626524,-90.30750730216421,92.17500114440918,95.3665461741511,16.345595002910734,38.694614107411326,0.4152408893580731,-22.765980372875504,38.25405597100012,20.469758278726403,-79.5302417212736,-5.241587964226227,90.5930382768137,-4.658834626569187,-3.464997271428632,-0.7921535966213337
